id,title,ingredients,instructions,sections_json,cookTimeMinutes,notes,tags,category,image,rating,sourceFile,sourceRow,importedAt,raw_payload_json
"honey-garlic-pork-chops-0d0b2d53","Honey Garlic Pork Chops","4 pork chops bone in or out\nSalt and pepper, to season\n1 teaspoon garlic powder\n2 tablespoons olive oil\n1 tablespoon unsalted butter\n6 cloves garlic, minced\n1/4 cup honey\n1/4 cup water (or chicken broth)\n2 tablespoons rice wine vinegar (or apple cider vinegar, or any white vinegar)","Preheat oven broiler (or grill) on medium-high heat. Season chops with salt, pepper and garlic powder just before cooking.\nHeat oil in a pan or skillet over medium high heat until hot. Sear chops on both sides until golden and cooked through (about 4-5 minutes each side). Transfer to a plate; set aside.\nReduce heat to medium. Melt butter in the same pan, scraping up any browned bits from the bottom of the pan. Sauté garlic until fragrant (about 30 seconds). Add the honey, water and vinegar. Increase heat to medium-high and continue to cook until the sauce reduces down and thickens slightly (about 3-4 minutes), while stirring occasionally.\nAdd pork back into the pan, baste generously with the sauce and broil/grill for 1-2 minutes, or until edges are slightly charred.\nGarnish with parsley and serve over vegetables, rice, pasta or with a salad.\nBaked Pork Chops:\nPreheat oven to 390°F | 200°C.\nR4Sear seasoned chops in a hot oven-proof pan or skillet over medium-high for 2 minutes per side -- get them crisp.\nRemove chops and make your sauce following the recipe above (Step 3).\nBaste with sauce and bake in the oven for about 10-15 minutes, or until reaching your desired doneness.\nBroil/grill for 2 minutes to get those caramelized edges!","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","24","2025-09-15T01:38:27.372Z","{""title"":""Honey Garlic Pork Chops"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""4 pork chops bone in or out\nSalt and pepper, to season\n1 teaspoon garlic powder\n2 tablespoons olive oil\n1 tablespoon unsalted butter\n6 cloves garlic, minced\n1/4 cup honey\n1/4 cup water (or chicken broth)\n2 tablespoons rice wine vinegar (or apple cider vinegar, or any white vinegar)"",""instructions"":""Preheat oven broiler (or grill) on medium-high heat. Season chops with salt, pepper and garlic powder just before cooking.\nHeat oil in a pan or skillet over medium high heat until hot. Sear chops on both sides until golden and cooked through (about 4-5 minutes each side). Transfer to a plate; set aside.\nReduce heat to medium. Melt butter in the same pan, scraping up any browned bits from the bottom of the pan. Sauté garlic until fragrant (about 30 seconds). Add the honey, water and vinegar. Increase heat to medium-high and continue to cook until the sauce reduces down and thickens slightly (about 3-4 minutes), while stirring occasionally.\nAdd pork back into the pan, baste generously with the sauce and broil/grill for 1-2 minutes, or until edges are slightly charred.\nGarnish with parsley and serve over vegetables, rice, pasta or with a salad.\nBaked Pork Chops:\nPreheat oven to 390°F | 200°C.\nR4Sear seasoned chops in a hot oven-proof pan or skillet over medium-high for 2 minutes per side -- get them crisp.\nRemove chops and make your sauce following the recipe above (Step 3).\nBaste with sauce and bake in the oven for about 10-15 minutes, or until reaching your desired doneness.\nBroil/grill for 2 minutes to get those caramelized edges!"",""notes"":"""",""rating"":""""}"
"honey-garlic-shrimp-aaeb7161","Honey Garlic Shrimp","1/3 cup honey\n1/4 cup soy sauce\n2 garlic cloves, minced (or 1 Tablespoon jarred minced garlic)\nOptional: 1 teaspoon minced fresh ginger\n1 lb medium uncooked shrimp, peeled & deveined\n2 teaspoons olive oil","Mix honey, soy sauce, garlic, and ginger together in a medium bowl. You will use half for the marinade in step 2 and half for cooking the shrimp in step 3.\nPlace shrimp in a large sealable container or zipped-top bag. Pour 1/2 of the marinade/sauce mixture on top, give it all a shake or stir, then allow shrimp to marinate in the refrigerator for 15 minutes or for up to 8-12 hours. Cover and refrigerate the rest of the marinade for step 3. (Time-saving tip: while the shrimp is marinating, we usually steam broccoli and microwave some quick brown rice.)\nHeat olive oil in a skillet over medium-high heat. Place shrimp in the skillet. (Discard used marinade.) Cook shrimp on one side until pink, about 45 seconds, then flip shrimp over. Pour in remaining marinade/sauce and cook it all until shrimp is cooked through, about 1-2 more minutes.\nServe shrimp with cooked marinade sauce and a garnish of green onion. The sauce is excellent on brown rice and steamed vegetables on the side.","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","25","2025-09-15T01:38:27.372Z","{""title"":""Honey Garlic Shrimp"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""1/3 cup honey\n1/4 cup soy sauce\n2 garlic cloves, minced (or 1 Tablespoon jarred minced garlic)\nOptional: 1 teaspoon minced fresh ginger\n1 lb medium uncooked shrimp, peeled & deveined\n2 teaspoons olive oil"",""instructions"":""Mix honey, soy sauce, garlic, and ginger together in a medium bowl. You will use half for the marinade in step 2 and half for cooking the shrimp in step 3.\nPlace shrimp in a large sealable container or zipped-top bag. Pour 1/2 of the marinade/sauce mixture on top, give it all a shake or stir, then allow shrimp to marinate in the refrigerator for 15 minutes or for up to 8-12 hours. Cover and refrigerate the rest of the marinade for step 3. (Time-saving tip: while the shrimp is marinating, we usually steam broccoli and microwave some quick brown rice.)\nHeat olive oil in a skillet over medium-high heat. Place shrimp in the skillet. (Discard used marinade.) Cook shrimp on one side until pink, about 45 seconds, then flip shrimp over. Pour in remaining marinade/sauce and cook it all until shrimp is cooked through, about 1-2 more minutes.\nServe shrimp with cooked marinade sauce and a garnish of green onion. The sauce is excellent on brown rice and steamed vegetables on the side."",""notes"":"""",""rating"":""""}"
"honey-soy-chicken-1cc798bf","Honey Soy Chicken","Chicken\nCornstarch\nHoney\nSoy sauce\nGarlic (and ginger)\nSalt, pepper,","Season chicken then coat in cornstarch\nPan sear both sides of it, remove\nCombine soy sauce, honey, ginger and garlic in the empty pan\nLet that simmer for a sec then add chicken back in","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","26","2025-09-15T01:38:27.372Z","{""title"":""Honey Soy Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken\nCornstarch\nHoney\nSoy sauce\nGarlic (and ginger)\nSalt, pepper,"",""instructions"":""Season chicken then coat in cornstarch\nPan sear both sides of it, remove\nCombine soy sauce, honey, ginger and garlic in the empty pan\nLet that simmer for a sec then add chicken back in"",""notes"":"""",""rating"":""""}"
"honey-sriracha-ground-chicken-and-broccoli-3014e5e0","Honey Sriracha Ground Chicken and Broccoli","Olive Oil\n12 oz Broccoli Florets, cut into bite-size pieces\n1 lb Ground Chicken/turkey\n1/4 C Sweet Chili Sauce\n2 tbsp Honey\n2 tbsp Sriracha\n2 tbsp Soy Sauce\n1 tbsp Toasted Sesame Oil\n1 tsp Garlic Powder\n1 tsp Ground Ginger\nSesame Seeds and Green Onion, for garnish\nRice","Heat 1/2 Tbsp of olive oil in a large skillet over medium-high heat. Add the broccoli and leave untouched for 1-2 minutes to develop some browning on one side. Stir and continue cooking until the broccoli is a dark green, about 3-4 minutes longer. Transfer to a plate and set aside.\nAdd the remaining olive oil to the skillet and brown both sides of the ground chicken before mincing and fully cooking.\nWhile the chicken cooks, mix the remaining sauce ingredients together. Add the sauce to the fully cooked chicken and cook until thick. Be careful not to burn.\nOnce the sauce is thick, add the broccoli back to the skillet and stir everything together. Garnish with sesame seeds and green onion before serving.\nServe with rice","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","27","2025-09-15T01:38:27.372Z","{""title"":""Honey Sriracha Ground Chicken and Broccoli"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""Olive Oil\n12 oz Broccoli Florets, cut into bite-size pieces\n1 lb Ground Chicken/turkey\n1/4 C Sweet Chili Sauce\n2 tbsp Honey\n2 tbsp Sriracha\n2 tbsp Soy Sauce\n1 tbsp Toasted Sesame Oil\n1 tsp Garlic Powder\n1 tsp Ground Ginger\nSesame Seeds and Green Onion, for garnish\nRice"",""instructions"":""Heat 1/2 Tbsp of olive oil in a large skillet over medium-high heat. Add the broccoli and leave untouched for 1-2 minutes to develop some browning on one side. Stir and continue cooking until the broccoli is a dark green, about 3-4 minutes longer. Transfer to a plate and set aside.\nAdd the remaining olive oil to the skillet and brown both sides of the ground chicken before mincing and fully cooking.\nWhile the chicken cooks, mix the remaining sauce ingredients together. Add the sauce to the fully cooked chicken and cook until thick. Be careful not to burn.\nOnce the sauce is thick, add the broccoli back to the skillet and stir everything together. Garnish with sesame seeds and green onion before serving.\nServe with rice"",""notes"":"""",""rating"":""""}"
"jalapeno-cream-cheese-stuffed-chicken-115856b8","Jalapeno Cream Cheese Stuffed Chicken","Chicken Boobs\nOil first, Garlic powder, paprika, cayenne, s+p\nFilling (this is what the recipe says but it doesn't make enough so just eyeball honestly)\n3 tbsp of cream cheese\n1 jalapeno\n2 tbsp fresh dill\n½ tbsp lime juice","Make pocket pussies out of the chicken boobs\nStuff those pocket chicken boob pussies\nSear on high heat pan for 2-3 minutes each side and add some lime juice bc why not\nCover it and cook on “low” for 8-10 minutes","","","I made this for us one night at Cooner but I didn’t take a picture of it :( Anyways it was pretty good. I served it rice and I think brussel sprouts and honestly it's a lot of food but enjoy! :)","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","28","2025-09-15T01:38:27.372Z","{""title"":""Jalapeno Cream Cheese Stuffed Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken Boobs\nOil first, Garlic powder, paprika, cayenne, s+p\nFilling (this is what the recipe says but it doesn't make enough so just eyeball honestly)\n3 tbsp of cream cheese\n1 jalapeno\n2 tbsp fresh dill\n½ tbsp lime juice"",""instructions"":""Make pocket pussies out of the chicken boobs\nStuff those pocket chicken boob pussies\nSear on high heat pan for 2-3 minutes each side and add some lime juice bc why not\nCover it and cook on “low” for 8-10 minutes"",""notes"":""I made this for us one night at Cooner but I didn’t take a picture of it :( Anyways it was pretty good. I served it rice and I think brussel sprouts and honestly it's a lot of food but enjoy! :)"",""rating"":""""}"
"juicy-chicken-90d9040e","Juicy Chicken","4 6 oz chicken breast\n⅓ cup Greek yogurt\n4 minced garlic cloves\n1 tbsp lemon juice\n2 tsp paprika\n1 tsp garlic powder\n½ tsp onion powder\n½ tsp oregano\n1 tsp salt\n½ tsp black pepper","Dry and pound chicken\nAdd yogurt and seasonings and let it marinate for 30 minutes to 24 hours\nPreheat air fryer to 375°F and cook for 8 minutes. Flip and cook for another 4-7 minutes\nEnjoy :)","","","Apparently since you use yogurt for cooking you don’t need oil. interesting","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","29","2025-09-15T01:38:27.372Z","{""title"":""Juicy Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""4 6 oz chicken breast\n⅓ cup Greek yogurt\n4 minced garlic cloves\n1 tbsp lemon juice\n2 tsp paprika\n1 tsp garlic powder\n½ tsp onion powder\n½ tsp oregano\n1 tsp salt\n½ tsp black pepper"",""instructions"":""Dry and pound chicken\nAdd yogurt and seasonings and let it marinate for 30 minutes to 24 hours\nPreheat air fryer to 375°F and cook for 8 minutes. Flip and cook for another 4-7 minutes\nEnjoy :)"",""notes"":""Apparently since you use yogurt for cooking you don’t need oil. interesting"",""rating"":""""}"
"lemon-crusted-chicken-c3f79a23","Lemon Crusted Chicken","cooking spray\nsalt\nblack pepper\n2 chicken breasts, pounded to even thickness (14 oz total)\n1 egg, beaten\n1 cup panko bread crumbs\n1 tsp lemon pepper seasoning\n1 tbsp olive oil\n½ lemon, juiced","Preheat oven to 450F. Spray a wire rack with cooking spray and place on top of a baking sheet lined with foil.\nRub salt and black pepper on both sides of chicken.\nPlace egg in a bowl. Mix panko, lemon pepper seasoning, and oil in another bowl.\nCoat chicken in egg, then in panko mixture, then place on wire rack. Bake until cooked through, about 20-25 minutes.\nTo serve, sprinkle with lemon juice on top.","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","30","2025-09-15T01:38:27.372Z","{""title"":""Lemon Crusted Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""cooking spray\nsalt\nblack pepper\n2 chicken breasts, pounded to even thickness (14 oz total)\n1 egg, beaten\n1 cup panko bread crumbs\n1 tsp lemon pepper seasoning\n1 tbsp olive oil\n½ lemon, juiced"",""instructions"":""Preheat oven to 450F. Spray a wire rack with cooking spray and place on top of a baking sheet lined with foil.\nRub salt and black pepper on both sides of chicken.\nPlace egg in a bowl. Mix panko, lemon pepper seasoning, and oil in another bowl.\nCoat chicken in egg, then in panko mixture, then place on wire rack. Bake until cooked through, about 20-25 minutes.\nTo serve, sprinkle with lemon juice on top."",""notes"":"""",""rating"":""""}"
"lemon-herb-chicken-d2d0a346","Lemon Herb Chicken","2 boneless chicken breasts\n1/4 cup olive oil\n1/4 cup freshly squeezed lemon juice\n2 garlic cloves, minced\n1 tbsp chopped fresh rosemary\n1 tbsp chopped fresh thyme\n1 tbsp chopped fresh oregano\nSalt and pepper, to taste\nGrilled vegetables (optional)","In a small mixing bowl, whisk together the olive oil, lemon juice, garlic, rosemary, thyme, and oregano until well combined.\nPlace the chicken breasts in a large resealable plastic bag and pour the marinade over them. Seal the bag and gently massage the chicken to make sure it is fully coated in the marinade. Marinate the chicken in the refrigerator for at least 1 hour, or up to 4 hours.\nPreheat the grill to medium-high heat.\nRemove the chicken from the marinade and discard the remaining marinade. Season the chicken with salt and pepper to taste.\nPlace the chicken on the grill and cook for 6 to 8 minutes per side, or until the chicken is fully cooked through and no longer pink in the center.\nRemove the chicken from the grill and let it rest for a few minutes before serving.\nServe the grilled chicken with grilled vegetables, if desired","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","31","2025-09-15T01:38:27.372Z","{""title"":""Lemon Herb Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""2 boneless chicken breasts\n1/4 cup olive oil\n1/4 cup freshly squeezed lemon juice\n2 garlic cloves, minced\n1 tbsp chopped fresh rosemary\n1 tbsp chopped fresh thyme\n1 tbsp chopped fresh oregano\nSalt and pepper, to taste\nGrilled vegetables (optional)"",""instructions"":""In a small mixing bowl, whisk together the olive oil, lemon juice, garlic, rosemary, thyme, and oregano until well combined.\nPlace the chicken breasts in a large resealable plastic bag and pour the marinade over them. Seal the bag and gently massage the chicken to make sure it is fully coated in the marinade. Marinate the chicken in the refrigerator for at least 1 hour, or up to 4 hours.\nPreheat the grill to medium-high heat.\nRemove the chicken from the marinade and discard the remaining marinade. Season the chicken with salt and pepper to taste.\nPlace the chicken on the grill and cook for 6 to 8 minutes per side, or until the chicken is fully cooked through and no longer pink in the center.\nRemove the chicken from the grill and let it rest for a few minutes before serving.\nServe the grilled chicken with grilled vegetables, if desired"",""notes"":"""",""rating"":""""}"
"marry-me-chicken-13590945","Marry Me Chicken","2 large chicken breasts\n½ cup flour\n½ tsp: salt, pepper, paprika, garlic powder\n2 tbsp oil\n2 tbsp butter\n2 tbsp minced garlic\n1 cup chicken broth\n1 cup heavy cream\n1 cup parmesan cheese\n1 tsp red pepper flakes\n½ tsp: oregano, thyme\n⅓ cup chopped sun dried tomatoes\n19 oz bag of tortellini","Mix together flour, salt, pepper, garlic and paprika and cover the chicken with it\nHeat oil and butter in a medium heat pan\nCook the chicken and remove\nAdd garlic, SDT, and broth to the pan\nLower heat and add heavy cream and parmesan cheese\nAdd the RPF, oregano, and thyme\nMix with cooked tortellini and the chicken","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","32","2025-09-15T01:38:27.372Z","{""title"":""Marry Me Chicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""2 large chicken breasts\n½ cup flour\n½ tsp: salt, pepper, paprika, garlic powder\n2 tbsp oil\n2 tbsp butter\n2 tbsp minced garlic\n1 cup chicken broth\n1 cup heavy cream\n1 cup parmesan cheese\n1 tsp red pepper flakes\n½ tsp: oregano, thyme\n⅓ cup chopped sun dried tomatoes\n19 oz bag of tortellini"",""instructions"":""Mix together flour, salt, pepper, garlic and paprika and cover the chicken with it\nHeat oil and butter in a medium heat pan\nCook the chicken and remove\nAdd garlic, SDT, and broth to the pan\nLower heat and add heavy cream and parmesan cheese\nAdd the RPF, oregano, and thyme\nMix with cooked tortellini and the chicken"",""notes"":"""",""rating"":""""}"
"mcchicken-525230fc","McChicken","Chicken boobs\nOptional: blend w egg, salt, pepper\nBatter\n½ cup corn starch\nSalt, pepper\nGarlic powder\nPaprika\nGround mustard\nBuns\nShredded lettuce\nMayo","Coat those chicken boobies\nCook\nAir fryer: 400˚F for 20 min\nOven: 410˚F for 30 minutes\nCarefully place on bun with a shit ton of mayo and lettuce","","","HEALTHY MCCHICKENS MAC SAUCE ½ cup mayonnaise 2 TBS relish 1 ½ TBS mustard 1 TBS apple cider vinegar ½ teaspoon garlic powder ½ teaspoon onion powder ½ teaspoon paprika ¼ salt","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","33","2025-09-15T01:38:27.372Z","{""title"":""McChicken"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""Chicken boobs\nOptional: blend w egg, salt, pepper\nBatter\n½ cup corn starch\nSalt, pepper\nGarlic powder\nPaprika\nGround mustard\nBuns\nShredded lettuce\nMayo"",""instructions"":""Coat those chicken boobies\nCook\nAir fryer: 400˚F for 20 min\nOven: 410˚F for 30 minutes\nCarefully place on bun with a shit ton of mayo and lettuce"",""notes"":""HEALTHY MCCHICKENS MAC SAUCE ½ cup mayonnaise 2 TBS relish 1 ½ TBS mustard 1 TBS apple cider vinegar ½ teaspoon garlic powder ½ teaspoon onion powder ½ teaspoon paprika ¼ salt"",""rating"":""""}"
"meatball-sandwich-70c3e29b","Meatball Sandwich","1 lb of pork/turkey/beef/chicken/whatever meat ya want\nOnion powder, garlic powder, cayenne, italian seasoning\nSome bread crumbs\n1 egg\nA couple sun dried tomatoes w the oil\nShredded Parmesan\nProvolone\nButter\nMinced garlic\nBread for the sandwich\n1.5-2 cups of marinara sauce","In a bowl, mix together meat, seasonings, bread crumbs, parmesan, minced sun dried tomatoes, and egg\nBALL EM\nCOOK EM\nAdd marinara sauce to the pan on balls\nCombine garlic and butter to spread on da bread\nAdd balls and cheeses to the bread and cook until cheese is melted","","","Currently scrolling through the tiktoks you sent me so I can add the recipes. This is one of them","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","34","2025-09-15T01:38:27.373Z","{""title"":""Meatball Sandwich"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""1 lb of pork/turkey/beef/chicken/whatever meat ya want\nOnion powder, garlic powder, cayenne, italian seasoning\nSome bread crumbs\n1 egg\nA couple sun dried tomatoes w the oil\nShredded Parmesan\nProvolone\nButter\nMinced garlic\nBread for the sandwich\n1.5-2 cups of marinara sauce"",""instructions"":""In a bowl, mix together meat, seasonings, bread crumbs, parmesan, minced sun dried tomatoes, and egg\nBALL EM\nCOOK EM\nAdd marinara sauce to the pan on balls\nCombine garlic and butter to spread on da bread\nAdd balls and cheeses to the bread and cook until cheese is melted"",""notes"":""Currently scrolling through the tiktoks you sent me so I can add the recipes. This is one of them"",""rating"":""""}"
"one-pot-fajita-chicken---rice-2fde1d71","One Pot Fajita Chicken & Rice","400g of chicken tenderloins or chicken breast fillets cut into chicken strips.\n2 tbsp of cooking oil, we used avocado oil.\nFajita seasoning pack.\n2 bell peppers - thinly sliced.\n1 onion - thinly sliced.\n3 cloves of garlic - crushed.\n250g of long grain rice.\n2 tbsp of tomato puree.\nA pinch of chilli flakes.\nTsp of oregano.\n450ml of boiling chicken stock.\n2 slices of Mexican cheese - can be swapped for cheddar slices.","Add chicken tenderloins, tbsp of oil and 2 tbsp of fajita seasoning to a bowl and mix until chicken is coated in seasoning.\nHeat tbsp of oil in cast iron skillet and add chicken tenders, cook for 4 mins on each side until they show some colour, then remove and set aside. Add peppers and onions and fry until soft, then add garlic and sauté for 1 min before mixing into peppers and onion.\nPlace rice in a sieve and rinse under cold water to remove some of the starch, then add to pan with tomato puree, 2-3 tbsp of fajita seasoning, chilli flakes and oregano, stir well and toast the rice slightly for 2 mins, then add boiling chicken stock. Once simmering, reduce heat, cover and cook for approx 15 mins, stirring occasionally to ensure the rice isn’t sticking to pan. Cooking time may very for the rice, depending on how hot your pan is. If it becomes too dry, add small amounts of boiling water to pan the. The rice should always be submerged in liquid until it is nearly cooked, then remove lid and allow liquid to evaporate.\nWhen rice is nearly fully cooked, add chicken tenders back to pan, cover again and leave to cook until rice is done. Finally, when rice is cooked, add in Mexican cheese whilst pan is still very hot and allow it to melt. Add garnishes just before serving.","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","35","2025-09-15T01:38:27.373Z","{""title"":""One Pot Fajita Chicken & Rice"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""400g of chicken tenderloins or chicken breast fillets cut into chicken strips.\n2 tbsp of cooking oil, we used avocado oil.\nFajita seasoning pack.\n2 bell peppers - thinly sliced.\n1 onion - thinly sliced.\n3 cloves of garlic - crushed.\n250g of long grain rice.\n2 tbsp of tomato puree.\nA pinch of chilli flakes.\nTsp of oregano.\n450ml of boiling chicken stock.\n2 slices of Mexican cheese - can be swapped for cheddar slices."",""instructions"":""Add chicken tenderloins, tbsp of oil and 2 tbsp of fajita seasoning to a bowl and mix until chicken is coated in seasoning.\nHeat tbsp of oil in cast iron skillet and add chicken tenders, cook for 4 mins on each side until they show some colour, then remove and set aside. Add peppers and onions and fry until soft, then add garlic and sauté for 1 min before mixing into peppers and onion.\nPlace rice in a sieve and rinse under cold water to remove some of the starch, then add to pan with tomato puree, 2-3 tbsp of fajita seasoning, chilli flakes and oregano, stir well and toast the rice slightly for 2 mins, then add boiling chicken stock. Once simmering, reduce heat, cover and cook for approx 15 mins, stirring occasionally to ensure the rice isn’t sticking to pan. Cooking time may very for the rice, depending on how hot your pan is. If it becomes too dry, add small amounts of boiling water to pan the. The rice should always be submerged in liquid until it is nearly cooked, then remove lid and allow liquid to evaporate.\nWhen rice is nearly fully cooked, add chicken tenders back to pan, cover again and leave to cook until rice is done. Finally, when rice is cooked, add in Mexican cheese whilst pan is still very hot and allow it to melt. Add garnishes just before serving."",""notes"":"""",""rating"":""""}"
"oven-baked-chicken-parmesan-647e0c82","Oven Baked Chicken Parmesan","2 tbsp olive oil\n2 chicken boobs\n1 egg\n1 cup panko bread crumbs\n1/2 cup parmesan cheese fresh grated\n1 tsp dried oregano\n1/2 tsp garlic powder\n1 tsp kosher salt\n1/2 tsp black pepper\n1 cup marinara sauce\n1 ½ cups shredded mozzarella\n2 tbsp minced parsley optional, for garnish","Line a baking sheet with foil, brush foil with olive oil.  Adjust oven rack so that is in the second from the top space. Preheat the oven to 400°F.\nCut the chicken breasts in half and pound to even thickness: Cut through the middle of the chicken breast as if you are going to butterfly it (cutting it open like a book), but cut all the way through to make two equal sized pieces.\nAfter cutting the chicken breasts in half, place them in a gallon sized zip top bag in an even layer, seal it, then pound them to an even thickness using a  meat pounder or a rolling pin. You can also place the chicken breasts between two layers of cling wrap instead of a zip top bag if you prefer.\nPat the chicken breasts dry with a paper towel, then season with salt and pepper.\nIn one shallow dish, mix together panko bread crumbs, grated parmesan cheese, salt, pepper, garlic powder, oregano, and black pepper.\nIn another shallow dish, whisk one egg.\nDip one chicken breast into the egg, then into the bread crumb mixture.  Ensure chicken breast is fully coated in the crumb mixture, and gently press with your hand do help the crumbs stick to the chicken.  Place chicken breast on prepared baking sheet, repeat with remaining pieces of chicken.\nPlace baking sheet in oven on the second from the top rack.  Bake for 15 minutes, or until cooked through.\nFlip chicken, pour 1/4 cup of marinara sauce over each piece of chicken, then top with cheese. Place back in the oven. Turn on the broiler. Broil for 2-4 minutes, until cheese is melted and bubbly and edges of chicken are browning.","","","","","Lunch/Dinner","","","meals_lunch_dinner_recipes (1).csv","36","2025-09-15T01:38:27.373Z","{""title"":""Oven Baked Chicken Parmesan"",""category"":""Meals - Lunch/Dinner"",""tags"":"""",""cookTime"":"""",""ingredients"":""2 tbsp olive oil\n2 chicken boobs\n1 egg\n1 cup panko bread crumbs\n1/2 cup parmesan cheese fresh grated\n1 tsp dried oregano\n1/2 tsp garlic powder\n1 tsp kosher salt\n1/2 tsp black pepper\n1 cup marinara sauce\n1 ½ cups shredded mozzarella\n2 tbsp minced parsley optional, for garnish"",""instructions"":""Line a baking sheet with foil, brush foil with olive oil.  Adjust oven rack so that is in the second from the top space. Preheat the oven to 400°F.\nCut the chicken breasts in half and pound to even thickness: Cut through the middle of the chicken breast as if you are going to butterfly it (cutting it open like a book), but cut all the way through to make two equal sized pieces.\nAfter cutting the chicken breasts in half, place them in a gallon sized zip top bag in an even layer, seal it, then pound them to an even thickness using a  meat pounder or a rolling pin. You can also place the chicken breasts between two layers of cling wrap instead of a zip top bag if you prefer.\nPat the chicken breasts dry with a paper towel, then season with salt and pepper.\nIn one shallow dish, mix together panko bread crumbs, grated parmesan cheese, salt, pepper, garlic powder, oregano, and black pepper.\nIn another shallow dish, whisk one egg.\nDip one chicken breast into the egg, then into the bread crumb mixture.  Ensure chicken breast is fully coated in the crumb mixture, and gently press with your hand do help the crumbs stick to the chicken.  Place chicken breast on prepared baking sheet, repeat with remaining pieces of chicken.\nPlace baking sheet in oven on the second from the top rack.  Bake for 15 minutes, or until cooked through.\nFlip chicken, pour 1/4 cup of marinara sauce over each piece of chicken, then top with cheese. Place back in the oven. Turn on the broiler. Broil for 2-4 minutes, until cheese is melted and bubbly and edges of chicken are browning."",""notes"":"""",""rating"":""""}"
